archived,broken_mapping,confidence_interval,confidence_interval_broken,creator,dataset_mapping,definition,expected,history,justification_expectation,justification_limit,justification_qtl,lower_quantile_proportion,mitigations,n_records,name,observed,status,study_name,suggested_corrective_action,template_id,threshold,unfinalized_snapshot_mitigation,upper_quantile_proportion,value_of_interest,template_name,archive_rationale,archive_time,archive_user
False,False,0.95,False,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{proportion, QTL_EEOTRAT, All, 68d175418e879bc82256d875, CP_SUBJ_DISC}",Rate of early treatment discontinuations by patient enrolled/randomized,0.25,"[{2025-09-23T21:18:50.804000, [{68d303d696386f135b644c7b,68cd85aa5a2a28a0f8f0f069, , Snapshots of Interest}], null, {sara.sanchez@cluepoints.com, Sara Sanchez}}]",Expected Value : 250 patients early discontinued out of 1000 expected in the trial => 25%,"Secondary Tolerance Limit : 300 patients early discontinued out of 1000 expected in the trial => 30%
Tolerance Limit : 350 patients early discontinued out of 1000 expected in the trial => 35%","EEOTRAT = A/B , where:

A = Total # of patients who discontinued the study treatment prematurely
B = Total # of patients enrolled / randomized",,,211,Early End Of Treatment Rate,0.1374407582938388,done_calculating,TRN_BMS_CMN_KT_Sachin,,False,"{0.3, 0.35}","{0.25, 211, 0.13744075829383887, 2025-09-23 DQA & KRI/QTL, {0.3, 0.35}}",,,,,,
False,False,0.95,False,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{proportion, QTL_RANDERR, All, 68d175616b7c7b2bc2d219e1, CP_RAND_ERR}",Rate of patients who have been randomized even though at least one inclusion/exclusion criterion is not met,0.005,"[{2025-09-23T21:18:50.804000, [{68d303d696386f135b644c7b,68cd85aa5a2a28a0f8f0f069, , Snapshots of Interest}], null, {sara.sanchez@cluepoints.com, Sara Sanchez}}, {2025-09-24T05:52:35.402000, [{0.95, , Confidence Interval}, {Calculation method: Proportion, Calculation method: Count, Dataset mapping}], Updated, {sara.sanchez@cluepoints.com, Sara Sanchez}}]",Expected Value : 5 patients having randomization error out of 1000 patients expected in the trial => 0.5 %,"Seondary Tolerance Limit : 10 patients having randomization error out of 1000 patients expected in the trial => 1%
Tolerance Limit : 20 patients having randomization error out of 1000 patients expected in the trial => 2%","RANDERR = A/B, where:

A = Total # of patients who are randomized in the study even though at least one inclusion/exclusion criterion is not met
B = Total # of patients randomized in the study 
",,,211,Randomization Error Rate ,0.0236966824644549,done_calculating,TRN_BMS_CMN_KT_Sachin,,False,"{0.01, 0.02}","{0.005, 211, 0.023696682464454975, 2025-09-23 DQA & KRI/QTL, {0.01, 0.02}}",,,,,,
False,False,0.95,False,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{proportion, QTL_EEOTRAT, All, 68d17498cd0ed69d9ab69533, CP_SUBJ_DISC}",Rate of early treatment discontinuations by patient enrolled/randomized,0.25,"[{2025-09-23T21:21:35.852000, [{68d2ffdd77943e45f71cbc32,68cd850a27f5615336ca1f2c, , Snapshots of Interest}], null, {sara.sanchez@cluepoints.com, Sara Sanchez}}]",Expected Value : 250 patients early discontinued out of 1000 expected in the trial => 25%,"Secondary Tolerance Limit : 300 patients early discontinued out of 1000 expected in the trial => 30%
Tolerance Limit : 350 patients early discontinued out of 1000 expected in the trial => 35%","EEOTRAT = A/B , where:

A = Total # of patients who discontinued the study treatment prematurely
B = Total # of patients enrolled / randomized",,,211,Early End Of Treatment Rate,0.1374407582938388,done_calculating,TRN_BMS_CMN_KT_Sai,,False,"{0.3, 0.35}","{0.25, 211, 0.13744075829383887, 2025-09-23 DQA & KRI/QTL, {0.3, 0.35}}",,,,,,
False,False,0.95,False,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{proportion, QTL_RANDERR, All, 68d174b8cd0ed69d9ab69537, CP_RAND_ERR}",Rate of patients who have been randomized even though at least one inclusion/exclusion criterion is not met,0.005,"[{2025-09-23T21:21:35.852000, [{68d2ffdd77943e45f71cbc32,68cd850a27f5615336ca1f2c, , Snapshots of Interest}], null, {sara.sanchez@cluepoints.com, Sara Sanchez}}, {2025-09-24T05:52:06.680000, [{0.95, , Confidence Interval}, {Calculation method: Proportion, Calculation method: Count, Dataset mapping}], Updated, {sara.sanchez@cluepoints.com, Sara Sanchez}}]",Expected Value : 5 patients having randomization error out of 1000 patients expected in the trial => 0.5 %,"Seondary Tolerance Limit : 10 patients having randomization error out of 1000 patients expected in the trial => 1%
Tolerance Limit : 20 patients having randomization error out of 1000 patients expected in the trial => 2%","RANDERR = A/B, where:

A = Total # of patients who are randomized in the study even though at least one inclusion/exclusion criterion is not met
B = Total # of patients randomized in the study 
",,,211,Randomization Error Rate ,0.0236966824644549,done_calculating,TRN_BMS_CMN_KT_Sai,,False,"{0.01, 0.02}","{0.005, 211, 0.023696682464454975, 2025-09-23 DQA & KRI/QTL, {0.01, 0.02}}",,,,,,
False,False,0.95,False,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{proportion, QTL_EEOTRAT, All, 68d174e32f543991aec84098, CP_SUBJ_DISC}",Rate of early treatment discontinuations by patient enrolled/randomized,0.25,"[{2025-09-23T21:12:03.279000, [{68d2fbb46c614560090e95cf,68cd858d96386f135b642903, , Snapshots of Interest}], null, {sara.sanchez@cluepoints.com, Sara Sanchez}}]",Expected Value : 250 patients early discontinued out of 1000 expected in the trial => 25%,"Secondary Tolerance Limit : 300 patients early discontinued out of 1000 expected in the trial => 30%
Tolerance Limit : 350 patients early discontinued out of 1000 expected in the trial => 35%","EEOTRAT = A/B , where:

A = Total # of patients who discontinued the study treatment prematurely
B = Total # of patients enrolled / randomized",,,211,Early End Of Treatment Rate,0.1374407582938388,done_calculating,TRN_BMS_CMN_KT_Sangita,,False,"{0.3, 0.35}","{0.25, 211, 0.13744075829383887, 2025-09-23 DQA & KRI/QTL, {0.3, 0.35}}",,,,,,
False,False,0.95,False,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{proportion, QTL_RANDERR, All, 68d174fe9600c97fb8b826c4, CP_RAND_ERR}",Rate of patients who have been randomized even though at least one inclusion/exclusion criterion is not met,0.005,"[{2025-09-23T21:12:03.279000, [{68d2fbb46c614560090e95cf,68cd858d96386f135b642903, , Snapshots of Interest}], null, {sara.sanchez@cluepoints.com, Sara Sanchez}}, {2025-09-24T05:51:37.681000, [{0.95, , Confidence Interval}, {Calculation method: Proportion, Calculation method: Count, Dataset mapping}], Updated, {sara.sanchez@cluepoints.com, Sara Sanchez}}]",Expected Value : 5 patients having randomization error out of 1000 patients expected in the trial => 0.5 %,"Seondary Tolerance Limit : 10 patients having randomization error out of 1000 patients expected in the trial => 1%
Tolerance Limit : 20 patients having randomization error out of 1000 patients expected in the trial => 2%","RANDERR = A/B, where:

A = Total # of patients who are randomized in the study even though at least one inclusion/exclusion criterion is not met
B = Total # of patients randomized in the study 
",,,211,Randomization Error Rate ,0.0236966824644549,done_calculating,TRN_BMS_CMN_KT_Sangita,,False,"{0.01, 0.02}","{0.005, 211, 0.023696682464454975, 2025-09-23 DQA & KRI/QTL, {0.01, 0.02}}",,,,,,
False,False,0.95,False,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{proportion, QTL_EEOTRAT, All, 68d171999600c97fb8b82664, CP_SUBJ_DISC}",Rate of early treatment discontinuations by patient enrolled/randomized,0.25,"[{2025-09-23T20:55:46.701000, [{68d2d7826c614560090e8cee,68cd7a8b27f5615336ca1f0e, , Snapshots of Interest}], null, {sara.sanchez@cluepoints.com, Sara Sanchez}}]",Expected Value : 250 patients early discontinued out of 1000 expected in the trial => 25%,"Secondary Tolerance Limit : 300 patients early discontinued out of 1000 expected in the trial => 30%
Tolerance Limit : 350 patients early discontinued out of 1000 expected in the trial => 35%","EEOTRAT = A/B , where:

A = Total # of patients who discontinued the study treatment prematurely
B = Total # of patients enrolled / randomized",,,211,Early End Of Treatment Rate,0.1374407582938388,done_calculating,TRN_BMS_CMN_KT_Soumya,,False,"{0.3, 0.35}","{0.25, 211, 0.13744075829383887, 2025-09-23 DQA & KRI/QTL, {0.3, 0.35}}",,,,,,
True,False,,,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{count, QTL_LFUCNT, All, 68d171a193d82d244cbb0168, CP_SUBJ_LFU}",Total number of patients lost to follow-up,10.0,"[{2025-09-23T20:55:46.701000, [{68d2d7826c614560090e8cee,68cd7a8b27f5615336ca1f0e, , Snapshots of Interest}], null, {sara.sanchez@cluepoints.com, Sara Sanchez}}]",Expected value : 10 patients lost to follow-up out of 1000 patients expected,Secondary Tolerance Limit : 15 patients lost to follow-up out of 1000 patients expected Tolerance Limit : 20 patients lost to follow-up out of 1000 patients expected,"LFUCNT= A, where:

A = Total # of patients lost to follow-up
",,,1,Number of patients Lost to Follow-Up,1.0,done_calculating,TRN_BMS_CMN_KT_Soumya,,False,"{15.0, 20.0}","{10.0, 1, 1.0, 2025-09-23 DQA & KRI/QTL, {15.0, 20.0}}",,,,not needed,2025-09-23T21:07:55.116000,"{sara.sanchez@cluepoints.com, Sara Sanchez}"
True,False,,,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{count, QTL_EEOTCNT, All, 68d1718f919d139ba4660628, CP_SUBJ_DISC}",Total number of patients who discontinued the treatment prematurely,250.0,"[{2025-09-23T20:55:46.701000, [{68d2d7826c614560090e8cee,68cd7a8b27f5615336ca1f0e, , Snapshots of Interest}], null, {sara.sanchez@cluepoints.com, Sara Sanchez}}, {2025-09-23T21:00:38.385000, [{Number of patients in Early End of Treatment, Number of patients in Early End of Treatment (alternate), Name}], Edited Name, {sara.sanchez@cluepoints.com, Sara Sanchez}}]",Expected value: 250 patients who discontinued prematurely the treatment out of the 1000 patients expected in the trial,"Secondary Tolerance Limit: 300 patients who discontinued prematurely the treatment out of the 1000 patients expected in the trial
Tolerance Limit: 350 patients who discontinued prematurely the treatment out of the 1000 patients expected in the trial","EEOTCNT = A, where :

A = Total # of patients who discontinued the study treatment prematurely
",,,29,Number of patients in Early End of Treatment,29.0,done_calculating,TRN_BMS_CMN_KT_Soumya,,False,"{300.0, 350.0}","{250.0, 29, 29.0, 2025-09-23 DQA & KRI/QTL, {300.0, 350.0}}",,,,Not needed,2025-09-23T21:01:08.297000,"{sara.sanchez@cluepoints.com, Sara Sanchez}"
True,False,,,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{count, QTL_RANDERRCNT, All, 68d171c08e879bc82256d81f, CP_RAND_ERR}",Total number of patients who have been randomized even though at least one inclusion/exclusion criterion is not met,5.0,"[{2025-09-23T20:55:46.701000, [{68d2d7826c614560090e8cee,68cd7a8b27f5615336ca1f0e, , Snapshots of Interest}], null, {sara.sanchez@cluepoints.com, Sara Sanchez}}]",Expected Values : 5 patients having randomization error out of 1000 expected patients in the trial,"Secondary Tolerance Limit: 10 patients having randomization error out of 1000 expected patients in the trial
Tolerance Limit: 20 patients having randomization error out of 1000 expected patients in the trial","RANDCNT = A, where:

A = Total # of patients who are randomized in the study even though at least one inclusion/exclusion criterion is not met
",,,5,Number of patients randomized by error (alternate),5.0,done_calculating,TRN_BMS_CMN_KT_Soumya,,False,"{10.0, 20.0}","{5.0, 5, 5.0, 2025-09-23 DQA & KRI/QTL, {10.0, 20.0}}",,,,Not needed,2025-09-23T21:01:22.754000,"{sara.sanchez@cluepoints.com, Sara Sanchez}"
False,False,0.95,False,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{proportion, QTL_RANDERR, All, 68d171b793d82d244cbb016c, CP_RAND_ERR}",Rate of patients who have been randomized even though at least one inclusion/exclusion criterion is not met,0.005,"[{2025-09-23T20:55:46.701000, [{68d2d7826c614560090e8cee,68cd7a8b27f5615336ca1f0e, , Snapshots of Interest}], null, {sara.sanchez@cluepoints.com, Sara Sanchez}}, {2025-09-23T21:09:32.545000, [{Dataset: QTL_RANDERR, Dataset: KRI_RANDERR, Dataset mapping}], Updated dataset, {sara.sanchez@cluepoints.com, Sara Sanchez}}, {2025-09-24T05:50:36.733000, [{0.95, , Confidence Interval}, {Calculation method: Proportion, Calculation method: Count, Dataset mapping}], Updated SMART Test, {sara.sanchez@cluepoints.com, Sara Sanchez}}]",Expected Value : 5 patients having randomization error out of 1000 patients expected in the trial => 0.5 %,"Seondary Tolerance Limit : 10 patients having randomization error out of 1000 patients expected in the trial => 1%
Tolerance Limit : 20 patients having randomization error out of 1000 patients expected in the trial => 2%","RANDERR = A/B, where:

A = Total # of patients who are randomized in the study even though at least one inclusion/exclusion criterion is not met
B = Total # of patients randomized in the study 
",,,211,Randomization Error Rate ,0.0236966824644549,done_calculating,TRN_BMS_CMN_KT_Soumya,,False,"{0.01, 0.02}","{0.005, 211, 0.023696682464454975, 2025-09-23 DQA & KRI/QTL, {0.01, 0.02}}",,,,,,
False,False,0.95,False,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{proportion, QTL_EEOTRAT, All, 68d29b27c38040c132988e91, CP_SUBJ_DISC}",Rate of early treatment discontinuations by patient enrolled/randomized,0.25,"[{2025-09-23T13:34:18.865000, [{68d10f1c8c0969ab743cb0ce, , Snapshots of Interest}], null, {sara.sanchez@cluepoints.com, Sara Sanchez}}, {2025-09-23T18:10:53.519000, [{68d2b50527f5615336ca408d,68d10f1c8c0969ab743cb0ce, 68d10f1c8c0969ab743cb0ce, Snapshots of Interest}], null, {jelena.pasimisina@cluepoints.com, Jelena Pasimisina}}]",Expected Value : 250 patients early discontinued out of 1000 expected in the trial => 25%,"Secondary Tolerance Limit : 300 patients early discontinued out of 1000 expected in the trial => 30%
Tolerance Limit : 350 patients early discontinued out of 1000 expected in the trial => 35%","EEOTRAT = A/B , where:

A = Total # of patients who discontinued the study treatment prematurely
B = Total # of patients enrolled / randomized",,"[{2025-09-23T14:04:29.598000, 0.25, 146, 0.0684931506849315, 2025-09-22 DQA & KRI/QTL, {0.3, 0.35}, {sara.sanchez@cluepoints.com, Sara Sanchez}}]",211,Early End Of Treatment Rate,0.1374407582938388,done_calculating,TRN_BMS_CP Trainer,,False,"{0.3, 0.35}","{0.25, 211, 0.13744075829383887, 2025-09-23 DQA-KRI-QTL, {0.3, 0.35}}",,,,,,
True,False,,,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{count, QTL_LFUCNT, All, 68d29b30a4e3af11716ac22b, CP_SUBJ_LFU}",Total number of patients lost to follow-up,10.0,"[{2025-09-23T13:34:18.865000, [{68d10f1c8c0969ab743cb0ce, , Snapshots of Interest}], null, {sara.sanchez@cluepoints.com, Sara Sanchez}}, {2025-09-23T18:10:53.519000, [{68d2b50527f5615336ca408d,68d10f1c8c0969ab743cb0ce, 68d10f1c8c0969ab743cb0ce, Snapshots of Interest}], null, {jelena.pasimisina@cluepoints.com, Jelena Pasimisina}}]",Expected value : 10 patients lost to follow-up out of 1000 patients expected,Secondary Tolerance Limit : 15 patients lost to follow-up out of 1000 patients expected Tolerance Limit : 20 patients lost to follow-up out of 1000 patients expected,"LFUCNT= A, where:

A = Total # of patients lost to follow-up
",,"[{2025-09-23T14:04:29.598000, 10.0, 0, 0.0, 2025-09-22 DQA & KRI/QTL, {15.0, 20.0}, {sara.sanchez@cluepoints.com, Sara Sanchez}}]",1,Number of patients Lost to Follow-Up (alternate),1.0,done_calculating,TRN_BMS_CP Trainer,,False,"{15.0, 20.0}","{10.0, 1, 1.0, 2025-09-23 DQA-KRI-QTL, {15.0, 20.0}}",,,,Not needed,2025-09-23T21:11:09.038000,"{sara.sanchez@cluepoints.com, Sara Sanchez}"
True,False,,,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{count, QTL_EEOTCNT, All, 68d29b1ccd0ed69d9ab6be0b, CP_SUBJ_DISC}",Total number of patients who discontinued the treatment prematurely,250.0,"[{2025-09-23T13:34:18.865000, [{68d10f1c8c0969ab743cb0ce, , Snapshots of Interest}], null, {sara.sanchez@cluepoints.com, Sara Sanchez}}, {2025-09-23T18:10:53.519000, [{68d2b50527f5615336ca408d,68d10f1c8c0969ab743cb0ce, 68d10f1c8c0969ab743cb0ce, Snapshots of Interest}], null, {jelena.pasimisina@cluepoints.com, Jelena Pasimisina}}]",Expected value: 250 patients who discontinued prematurely the treatment out of the 1000 patients expected in the trial,"Secondary Tolerance Limit: 300 patients who discontinued prematurely the treatment out of the 1000 patients expected in the trial
Tolerance Limit: 350 patients who discontinued prematurely the treatment out of the 1000 patients expected in the trial","EEOTCNT = A, where :

A = Total # of patients who discontinued the study treatment prematurely
",,"[{2025-09-23T14:04:29.598000, 250.0, 10, 10.0, 2025-09-22 DQA & KRI/QTL, {300.0, 350.0}, {sara.sanchez@cluepoints.com, Sara Sanchez}}]",29,Number of patients in Early End of Treatment (alternate),29.0,done_calculating,TRN_BMS_CP Trainer,,False,"{300.0, 350.0}","{250.0, 29, 29.0, 2025-09-23 DQA-KRI-QTL, {300.0, 350.0}}",,,,Not needed,2025-09-23T21:11:12.600000,"{sara.sanchez@cluepoints.com, Sara Sanchez}"
True,False,,,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{count, QTL_RANDERRCNT, All, 68d29b4d0df70fa787a29fca, CP_RAND_ERR}",Total number of patients who have been randomized even though at least one inclusion/exclusion criterion is not met,5.0,"[{2025-09-23T13:34:18.865000, [{68d10f1c8c0969ab743cb0ce, , Snapshots of Interest}], null, {sara.sanchez@cluepoints.com, Sara Sanchez}}, {2025-09-23T18:10:53.519000, [{68d2b50527f5615336ca408d,68d10f1c8c0969ab743cb0ce, 68d10f1c8c0969ab743cb0ce, Snapshots of Interest}], null, {jelena.pasimisina@cluepoints.com, Jelena Pasimisina}}]",Expected Values : 5 patients having randomization error out of 1000 expected patients in the trial,"Secondary Tolerance Limit: 10 patients having randomization error out of 1000 expected patients in the trial
Tolerance Limit: 20 patients having randomization error out of 1000 expected patients in the trial","RANDCNT = A, where:

A = Total # of patients who are randomized in the study even though at least one inclusion/exclusion criterion is not met
",,"[{2025-09-23T14:04:29.598000, 5.0, 4, 4.0, 2025-09-22 DQA & KRI/QTL, {10.0, 20.0}, {sara.sanchez@cluepoints.com, Sara Sanchez}}]",5,Number of patients randomized by error (alternate),5.0,done_calculating,TRN_BMS_CP Trainer,,False,"{10.0, 20.0}","{5.0, 5, 5.0, 2025-09-23 DQA-KRI-QTL, {10.0, 20.0}}",,,,Not needed,2025-09-23T21:11:15.927000,"{sara.sanchez@cluepoints.com, Sara Sanchez}"
False,False,0.95,False,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{proportion, QTL_RANDERR, All, 68d29b44919d139ba4662f32, CP_RAND_ERR}",Rate of patients who have been randomized even though at least one inclusion/exclusion criterion is not met,0.005,"[{2025-09-23T13:34:18.865000, [{68d10f1c8c0969ab743cb0ce, , Snapshots of Interest}], null, {sara.sanchez@cluepoints.com, Sara Sanchez}}, {2025-09-23T18:10:53.519000, [{68d2b50527f5615336ca408d,68d10f1c8c0969ab743cb0ce, 68d10f1c8c0969ab743cb0ce, Snapshots of Interest}], null, {jelena.pasimisina@cluepoints.com, Jelena Pasimisina}}, {2025-09-23T21:11:27.680000, [{Randomization Error Rate , Randomization Error Rate (standard), Name}], Name updated, {sara.sanchez@cluepoints.com, Sara Sanchez}}]",Expected Value : 5 patients having randomization error out of 1000 patients expected in the trial => 0.5 %,"Seondary Tolerance Limit : 10 patients having randomization error out of 1000 patients expected in the trial => 1%
Tolerance Limit : 20 patients having randomization error out of 1000 patients expected in the trial => 2%","RANDERR = A/B, where:

A = Total # of patients who are randomized in the study even though at least one inclusion/exclusion criterion is not met
B = Total # of patients randomized in the study 
",,"[{2025-09-23T14:04:29.598000, 0.005, 146, 0.0273972602739726, 2025-09-22 DQA & KRI/QTL, {0.01, 0.02}, {sara.sanchez@cluepoints.com, Sara Sanchez}}]",211,Randomization Error Rate ,0.0236966824644549,done_calculating,TRN_BMS_CP Trainer,,False,"{0.01, 0.02}","{0.005, 211, 0.023696682464454975, 2025-09-23 DQA-KRI-QTL, {0.01, 0.02}}",,,,,,
False,False,,,"{ruxandra.ban@bms.com, Ruxandra Ban}","{count, DV, All, 69e232723c72c66efef84ff2, CP_PATIENT}",Number of Subjects that have protocol deviations,3.0,"[{2026-04-17T14:31:56.653000, [{69e231c5a2d16b1061fd7b3a, , Snapshots of Interest}], {ruxandra.ban@bms.com, Ruxandra Ban}}]",,,,,,36,Number of Subjects with PD ,36.0,done_calculating,Training_A,Review with site to reduce the Protocol Deviations,False,"{5.0, 10.0}","{3.0, 36, 36.0, 2026-04-17 KRI, DQA, {5.0, 10.0}}",,,,,,
False,False,0.95,False,"{ruxandra.ban@bms.com, Ruxandra Ban}","{proportion, AE, All, 69e2326eb569f85d2010819a, AEREL}",The proportion of AEs categorized as related to IP,0.02,"[{2026-04-17T14:31:56.653000, [{69e231c5a2d16b1061fd7b3a, , Snapshots of Interest}], {ruxandra.ban@bms.com, Ruxandra Ban}}]",Based on data from the previous trials in the development to date,Based on data from the previous trials in the development to date,Safety profile to date indicates that high numbers of AEs are not expected,,,445,The proportion of AEs categorized as related to IP,0.0,done_calculating,Training_A,Suspend dosing and conduct and immediate review of all AE data,False,"{0.05, 0.1}","{0.02, 445, 0.0, 2026-04-17 KRI, DQA, {0.05, 0.1}}",,Yes,,,,
False,False,,,"{ruxandra.ban@bms.com, Ruxandra Ban}","{count, DV, All, 69e24a83c8ef00cfe976faf4, CP_PATIENT}",Number of Subjects that have protocol deviations,3.0,"[{2026-04-17T16:03:30.413000, [{69e248c88e505fecf2408af2, , Snapshots of Interest}], {ruxandra.ban@bms.com, Ruxandra Ban}}]",,,,,,36,Number of Subjects with PD,36.0,done_calculating,Training_B,Review with site to reduce the Protocol Deviations,False,"{5.0, 10.0}","{3.0, 36, 36.0, 2026-04-17 KRI, DQA, {5.0, 10.0}}",,,,,,
False,False,0.95,False,"{ruxandra.ban@bms.com, Ruxandra Ban}","{proportion, AE, All, 69e24a7e87a5f1f24ece5f17, AEREL}",The proportion of AEs categorized as related to IP,0.02,"[{2026-04-17T16:03:30.413000, [{69e248c88e505fecf2408af2, , Snapshots of Interest}], {ruxandra.ban@bms.com, Ruxandra Ban}}]",Based on data from the previous trials in the development to date,Based on data from the previous trials in the development to date,Safety profile to date indicates that high numbers of AEs are not expected,,,445,The proportion of AEs categorized as related to IP,0.0,done_calculating,Training_B,Suspend dosing and conduct and immediate review of all AE data,False,"{0.05, 0.1}","{0.02, 445, 0.0, 2026-04-17 KRI, DQA, {0.05, 0.1}}",,Yes,,,,
False,False,,,"{rich.davies@cluepoints.com, Rich Davies}","{count, DV, All, 66c77ea59c7c9f1d1be11615, CP_PATIENT}",Number of Subjects that have protocol deviations,3.0,"[{2024-08-23T16:53:07.642000, [{66c77e96381ee24097c945f6, , Snapshots of Interest}], null, {rich.davies@cluepoints.com, Rich Davies}}]",,,,,,36,Number of Subjects with PD ,36.0,done_calculating,Training_BMS,Review with site to reduce the Protocol Deviations,False,"{5.0, 10.0}","{3.0, 36, 36.0, 2024-08-22, {5.0, 10.0}}",,,,,,
False,False,0.95,False,"{rich.davies@cluepoints.com, Rich Davies}","{proportion, AE, All, 66c77e9f42e6d7a8dd8104b7, AEREL}",The proportion of AEs categorised as related to IP,0.02,"[{2024-08-23T16:52:19.164000, [{0.02, 0.0, Expectation}, {The proportion of AEs categorised as related to IP, Number of Deaths due to Adverse Events, Name}, {0.95, , Confidence Interval}, {0.05, 1.0, Upper Sec. Limit}, {0.1, 2.0, Upper Tol. Limit}, {Variable: AEREL
Calculation method: Proportion, Variable: AESDTH
Calculation method: Count, Dataset mapping}, {The proportion of AEs categorised as related to IP, Number of Patient Deaths due to Adverse Event, Definition}, {Based on data from the previous trials in the development to date, , Justification for Secondary and Tolerance Limits}, {Based on data from the previous trials in the development to date, , Justification for Expectation}, {Safety profile to date indicates that high numbers of AEs are not expected, , Justification for Parameter as QTL}, {Suspend dosing and conduct and immediate review of all AE data, , Suggested Corrective Action(s)}, {Yes, , Value of Interest}], Updated details, {rich.davies@cluepoints.com, Rich Davies}}, {2024-08-23T16:53:07.642000, [{66c77e96381ee24097c945f6, , Snapshots of Interest}], null, {rich.davies@cluepoints.com, Rich Davies}}]",Based on data from the previous trials in the development to date,Based on data from the previous trials in the development to date,Safety profile to date indicates that high numbers of AEs are not expected,,,445,The proportion of AEs categorised as related to IP,0.0,done_calculating,Training_BMS,Suspend dosing and conduct and immediate review of all AE data,False,"{0.05, 0.1}","{0.02, 445, 0.0, 2024-08-22, {0.05, 0.1}}",,Yes,,,,
True,False,,,"{ruxandra.ban@bms.com, Ruxandra Ban}","{count, AE, All, 66c77e9f42e6d7a8dd8104b7, AETERM}",Test,2.0,"[{2024-08-23T16:53:07.642000, [{66c77e96381ee24097c945f6, , Snapshots of Interest}], null, {rich.davies@cluepoints.com, Rich Davies}}]",,,,,,445,Test,445.0,done_calculating,Training_BMS,,False,"{null, 2.5}","{2.0, 445, 445.0, 2024-08-22, {null, 2.5}}",,,,test,2026-04-30T14:54:17.047000,"{ruxandra.ban@bms.com, Ruxandra Ban}"
