study_name,category,center,code,country,creationDate,ctmsAction,ctmsId,description,dimension,entity_identifiers,id,location,metadataDate1,metadataDate2,metadataString1,metadataString2,metadataString3,signal,status,title,updatedDate
CA057-491,"{0, Default}",290,ACT-7373,Spain,2024-11-22T17:06:10+00:00,False,,Send someone on site to collect blood samples,center,[290],6740ba029eb233f63e7f40ca,290,,,,,,"{null, Site-wide, Critical Data, SIG-32259, Patients are born in the future, [290], 6740ba01fa8dadb0b9582ae9, None, open, Demog: patients are born in the future}",new,Collect blood samples,2024-11-22T17:06:10+00:00
CA057-491,"{0, Default}",,ACT-13664,,2025-07-23T10:52:37+00:00,False,,Testing action,,[],6880bef57f6cac8a0fff4eeb,,,,,,,"{null, Site-wide, Critical Data, SIG-32260, Abnormal patient identifiers found in DM, [], 6740ba02fa8dadb0b9582aea, None, open, Abnormal patient identifiers}",new,Test,2025-07-23T10:52:37+00:00
CA088-007,"{0, Default}",290,ACT-15344,Spain,2025-09-16T03:19:31+00:00,False,,Send someone on site to check the dates of births,center,[290],68c8d7435a2a28a0f8f0b9ab,290,,,,,,"{null, Site-wide, Critical Data, SIG-44925, Patients are born in the future, [290], 68c8d7428c0969ab743c4fae, None, open, Demog: patients are born in the future}",new,Verify the dates of births,2025-09-16T03:19:31+00:00
CA088-007,"{0, Default}",290,ACT-15345,Spain,2025-09-16T03:19:31+00:00,False,,Send someone on site to collect blood samples,center,[290],68c8d74377943e45f71c43ac,290,,,,,,"{null, Site-wide, Critical Data, SIG-44925, Patients are born in the future, [290], 68c8d7428c0969ab743c4fae, None, open, Demog: patients are born in the future}",new,Collect blood samples,2025-09-16T03:19:31+00:00
CA088-007,"{0, Default}",183,ACT-17102,USA,2026-01-09T06:14:33+00:00,True,,Testing negative case CRA renaming,center,[183],69609cc9ce86cbc419683375,183,,,,,,"{null, Site-wide, Critical Data, SIG-44927, There is one reported adverse event which is recovered with sequelae. This is a rare event across all centers., [183], 68c8d7445a2a28a0f8f0b9ac, None, open, No Pvalue signal}",new,Negative scenario,2026-01-09T06:14:33+00:00
CA088-007,"{0, Default}",183,ACT-17087,USA,2026-01-08T07:27:36+00:00,True,,CTMo to CRA,center,[183],695f5c681082284f8417fd5e,183,,2026-04-02,,Raghu Nama Teja,,"{null, Site-wide, Critical Data, SIG-44927, There is one reported adverse event which is recovered with sequelae. This is a rare event across all centers., [183], 68c8d7445a2a28a0f8f0b9ac, None, open, No Pvalue signal}",open,CRA Test,2026-01-09T06:29:58+00:00
CA088-007,"{0, Default}",183,ACT-17088,USA,2026-01-08T07:28:04+00:00,True,,CRA,center,[183],695f5c840ce14bcd13129b8c,183,,2026-04-02,,Raghu Nama Teja,,"{null, Site-wide, Critical Data, SIG-44927, There is one reported adverse event which is recovered with sequelae. This is a rare event across all centers., [183], 68c8d7445a2a28a0f8f0b9ac, None, open, No Pvalue signal}",open,Re-labeling,2026-01-09T06:29:59+00:00
CA212-001,"{0, Default}",290,ACT-7241,Spain,2024-11-08T18:07:52+00:00,False,,Send someone on site to check the dates of births,center,[290],672e5378affdc8580e17ec9a,290,,,,,,"{null, Site-wide, Critical Data, SIG-32032, Patients are born in the future, [290], 672e5377fa8dadb0b95729ce, None, open, Demog: patients are born in the future}",new,Verify the dates of births,2024-11-08T18:07:52+00:00
CA212-001,"{0, Default}",290,ACT-7242,Spain,2024-11-08T18:07:52+00:00,False,,Send someone on site to collect blood samples,center,[290],672e53789eb233f63e7e1ff1,290,,,,,,"{null, Site-wide, Critical Data, SIG-32032, Patients are born in the future, [290], 672e5377fa8dadb0b95729ce, None, open, Demog: patients are born in the future}",new,Collect blood samples,2024-11-08T18:07:52+00:00
CA212-001,"{0, Default}",,ACT-7709,,2025-01-16T07:08:30+00:00,False,,Visit on-site to verify,,[],6788b06e793886f308bcbbd2,,,,,,,"{null, Site-wide, Critical Data, SIG-32033, Abnormal patient identifiers found in DM, [], 672e5378fa8dadb0b95729cf, None, open, Abnormal patient identifiers}",resolved,Visit Site,2025-01-28T14:30:16+00:00
CA212-001,"{0, Default}",109,ACT-7751,UK,2025-01-24T07:17:22+00:00,False,,test,center,[109],67933e8259eda29b84216384,109,,,,,,"{null, Atypical Patient(s), Critical Data, SIG-33426, Testing, [109], 67933dfc0c356677b80115ba, Low, open, Test}",new,test,2025-01-24T07:17:22+00:00
CA212-001,"{0, Default}",,ACT-7789,Italy,2025-01-28T06:56:07+00:00,False,,Test,region,[Italy],67987f87c9d0bceeda3d231d,Italy,,,,,,"{null, Atypical Patient(s), Non-Critical Data, SIG-33505, Testing signal, [Italy], 67987c5ae3f7cfb4bba0d414, Low, open, Testing}",new,Check onsite,2025-01-28T06:56:07+00:00
CA240-0009,"{0, Default}",290,ACT-7346,Spain,2024-11-21T17:50:38+00:00,False,,Send someone on site to check the dates of births,center,[290],673f72eeaffdc8580e186577,290,,,,,,"{null, Site-wide, Critical Data, SIG-32241, Patients are born in the future, [290], 673f72ed9eb233f63e7f2b88, None, open, Demog: patients are born in the future}",new,Verify the dates of births,2024-11-21T17:50:38+00:00
CA240-0009,"{0, Default}",290,ACT-7347,Spain,2024-11-21T17:50:38+00:00,False,,Send someone on site to collect blood samples,center,[290],673f72eefa8dadb0b9582497,290,,,,,,"{null, Site-wide, Critical Data, SIG-32241, Patients are born in the future, [290], 673f72ed9eb233f63e7f2b88, None, open, Demog: patients are born in the future}",new,Collect blood samples,2024-11-21T17:50:38+00:00
CA245-0001,"{0, Default}",290,ACT-7158,Spain,2024-10-31T14:48:12+00:00,False,,Send someone on site to check the dates of births,center,[290],672398acaffdc8580e173f4a,290,,,,,,"{null, Site-wide, Critical Data, SIG-31826, Patients are born in the future, [290], 672398abfa8dadb0b956a375, None, open, Demog: patients are born in the future}",resolved,Verify the dates of births,2024-11-11T20:33:56+00:00
CA245-0001,"{0, Default}",290,ACT-7159,Spain,2024-10-31T14:48:12+00:00,False,,Send someone on site to collect blood samples,center,[290],672398ac9eb233f63e7dcd32,290,,,,,,"{null, Site-wide, Critical Data, SIG-31826, Patients are born in the future, [290], 672398abfa8dadb0b956a375, None, open, Demog: patients are born in the future}",new,Collect blood samples,2024-10-31T14:48:12+00:00
CA245-0001,"{0, Default}",290,ACT-7244,Spain,2024-11-11T17:48:29+00:00,False,,Site over reports AEs,center,[290],6732436dfa8dadb0b9573d10,290,,,,,,"{null, Site-wide, Critical Data, SIG-31826, Patients are born in the future, [290], 672398abfa8dadb0b956a375, None, open, Demog: patients are born in the future}",resolved,AE overreporting,2024-11-11T19:27:58+00:00
Datashort-1191,"{0, Default}",290,ACT-19877,Spain,2026-01-30T13:25:14+00:00,False,,Send someone on site to check the dates of births,center,[290],697cb13a624a9f843023716b,290,,,,,,"{null, Site-wide, Critical Data, SIG-50943, Patients are born in the future, [290], 697cb139624a9f843023716a, None, open, Demog: patients are born in the future}",new,Verify the dates of births,2026-01-30T13:25:14+00:00
Datashort-1191,"{0, Default}",290,ACT-19878,Spain,2026-01-30T13:25:14+00:00,False,,Send someone on site to collect blood samples,center,[290],697cb13a624a9f843023716c,290,,,,,,"{null, Site-wide, Critical Data, SIG-50943, Patients are born in the future, [290], 697cb139624a9f843023716a, None, open, Demog: patients are born in the future}",new,Collect blood samples,2026-01-30T13:25:14+00:00
Datashort-1212,"{0, Default}",290,ACT-20306,Spain,2026-02-10T18:22:55+00:00,False,,Send someone on site to check the dates of births,center,[290],698b777faf8a18a5a01ce902,290,,,,,,"{null, Site-wide, Critical Data, SIG-51509, Patients are born in the future, [290], 698b777faf8a18a5a01ce901, None, open, Demog: patients are born in the future}",new,Verify the dates of births,2026-02-10T18:22:55+00:00
Datashort-1212,"{0, Default}",290,ACT-20307,Spain,2026-02-10T18:22:56+00:00,False,,Send someone on site to collect blood samples,center,[290],698b7780af8a18a5a01ce903,290,,,,,,"{null, Site-wide, Critical Data, SIG-51509, Patients are born in the future, [290], 698b777faf8a18a5a01ce901, None, open, Demog: patients are born in the future}",new,Collect blood samples,2026-02-10T18:22:56+00:00
Datashort-1278,"{0, Default}",290,ACT-21835,Spain,2026-03-08T23:51:18+00:00,False,,Send someone on site to check the dates of births,center,[290],69ae0b76615ea0bc48ffda5c,290,,,,,,"{null, Site-wide, Critical Data, SIG-53452, Patients are born in the future, [290], 69ae0b75615ea0bc48ffda5b, None, open, Demog: patients are born in the future}",new,Verify the dates of births,2026-03-08T23:51:18+00:00
Datashort-1278,"{0, Default}",290,ACT-21836,Spain,2026-03-08T23:51:18+00:00,False,,Send someone on site to collect blood samples,center,[290],69ae0b76615ea0bc48ffda5d,290,,,,,,"{null, Site-wide, Critical Data, SIG-53452, Patients are born in the future, [290], 69ae0b75615ea0bc48ffda5b, None, open, Demog: patients are born in the future}",new,Collect blood samples,2026-03-08T23:51:18+00:00
Datashort-1383,"{0, Default}",290,ACT-22905,Spain,2026-05-05T13:05:37+00:00,False,,Send someone on site to check the dates of births,center,[290],69f9eb21b5b06a238d1efb67,290,,,,,,"{null, Site-wide, Critical Data, SIG-55538, Patients are born in the future, [290], 69f9eb20b5b06a238d1efb66, None, open, Demog: patients are born in the future}",new,Verify the dates of births,2026-05-05T13:05:37+00:00
Datashort-1383,"{0, Default}",290,ACT-22906,Spain,2026-05-05T13:05:37+00:00,False,,Send someone on site to collect blood samples,center,[290],69f9eb21b5b06a238d1efb68,290,,,,,,"{null, Site-wide, Critical Data, SIG-55538, Patients are born in the future, [290], 69f9eb20b5b06a238d1efb66, None, open, Demog: patients are born in the future}",new,Collect blood samples,2026-05-05T13:05:37+00:00
Datashort-227,"{0, Default}",290,ACT-7344,Spain,2024-11-21T17:50:30+00:00,False,,Send someone on site to check the dates of births,center,[290],673f72e6affdc8580e186570,290,,,,,,"{null, Site-wide, Critical Data, SIG-32237, Patients are born in the future, [290], 673f72e5fa8dadb0b958248c, None, open, Demog: patients are born in the future}",new,Verify the dates of births,2024-11-21T17:50:30+00:00
Datashort-227,"{0, Default}",290,ACT-7345,Spain,2024-11-21T17:50:30+00:00,False,,Send someone on site to collect blood samples,center,[290],673f72e6542122ce6136337e,290,,,,,,"{null, Site-wide, Critical Data, SIG-32237, Patients are born in the future, [290], 673f72e5fa8dadb0b958248c, None, open, Demog: patients are born in the future}",new,Collect blood samples,2024-11-21T17:50:30+00:00
Datashort-365,"{0, Default}",290,ACT-12405,Spain,2025-06-06T13:47:00+00:00,False,,Send someone on site to collect blood samples,center,[290],6842f15412bbfa91d13f64e4,290,,,,,,"{null, Site-wide, Critical Data, SIG-40739, Patients are born in the future, [290], 6842f1531e557589b39db20c, None, open, Demog: patients are born in the future}",new,Collect blood samples,2025-06-06T13:47:00+00:00
Datashort-365,"{0, Default}",290,ACT-12404,Spain,2025-06-06T13:47:00+00:00,False,,Send someone on site to check the dates of births,center,[290],6842f1542e82b4efee8f890e,290,,,,,,"{null, Site-wide, Critical Data, SIG-40739, Patients are born in the future, [290], 6842f1531e557589b39db20c, None, open, Demog: patients are born in the future}",new,Verify the dates of births,2025-06-06T13:47:00+00:00
Datashort-442,"{0, Default}",290,ACT-6963,Spain,2024-10-09T07:36:38+00:00,False,,Send someone on site to check the dates of births,center,[290],67063286b1af6d260e2ff502,290,,,,,,"{null, Site-wide, Critical Data, SIG-31316, Patients are born in the future, [290], 67063285cb921ba6c21dcc67, None, open, Demog: patients are born in the future}",resolved,Verify the dates of births,2024-11-19T15:51:46+00:00
Datashort-442,"{0, Default}",290,ACT-6964,Spain,2024-10-09T07:36:38+00:00,False,,Send someone on site to collect blood samples,center,[290],67063286771fe3bd4996b3cf,290,,,,,,"{null, Site-wide, Critical Data, SIG-31316, Patients are born in the future, [290], 67063285cb921ba6c21dcc67, None, open, Demog: patients are born in the future}",new,Collect blood samples,2024-10-09T07:36:38+00:00
Datashort-443,"{0, Default}",290,ACT-6965,Spain,2024-10-09T07:39:26+00:00,False,,Send someone on site to check the dates of births,center,[290],6706332e771fe3bd4996b475,290,,,,,,"{null, Site-wide, Critical Data, SIG-31320, Patients are born in the future, [290], 6706332ecb921ba6c21dcd0d, None, open, Demog: patients are born in the future}",new,Verify the dates of births,2024-10-09T07:39:26+00:00
Datashort-443,"{0, Default}",290,ACT-6966,Spain,2024-10-09T07:39:26+00:00,False,,Send someone on site to collect blood samples,center,[290],6706332eb1af6d260e2ff59a,290,,,,,,"{null, Site-wide, Critical Data, SIG-31320, Patients are born in the future, [290], 6706332ecb921ba6c21dcd0d, None, open, Demog: patients are born in the future}",new,Collect blood samples,2024-10-09T07:39:26+00:00
Datashort-447,"{0, Default}",290,ACT-6983,Spain,2024-10-11T14:34:01+00:00,False,,Send someone on site to check the dates of births,center,[290],67093759b1af6d260e300bc7,290,,,,,,"{null, Site-wide, Critical Data, SIG-31405, Patients are born in the future, [290], 670937590c339712aedb0bc4, None, open, Demog: patients are born in the future}",new,Verify the dates of births,2024-10-11T14:34:01+00:00
Datashort-447,"{0, Default}",290,ACT-6984,Spain,2024-10-11T14:34:01+00:00,False,,Send someone on site to collect blood samples,center,[290],67093759cb921ba6c21e183c,290,,,,,,"{null, Site-wide, Critical Data, SIG-31405, Patients are born in the future, [290], 670937590c339712aedb0bc4, None, open, Demog: patients are born in the future}",new,Collect blood samples,2024-10-11T14:34:01+00:00
Datashort-462,"{0, Default}",290,ACT-7018,Spain,2024-10-16T14:05:26+00:00,False,,Send someone on site to check the dates of births,center,[290],670fc82636c73a5eef8f2a01,290,,,,,,"{null, Site-wide, Critical Data, SIG-31500, Patients are born in the future, [290], 670fc8257578e8103fbb85ea, None, open, Demog: patients are born in the future}",open,Verify the dates of births,2024-10-17T11:41:39+00:00
Datashort-462,"{0, Default}",290,ACT-7019,Spain,2024-10-16T14:05:26+00:00,False,,Send someone on site to collect blood samples,center,[290],670fc826a786ce7db1368543,290,,,,,,"{null, Site-wide, Critical Data, SIG-31500, Patients are born in the future, [290], 670fc8257578e8103fbb85ea, None, open, Demog: patients are born in the future}",new,Collect blood samples,2024-10-16T14:05:26+00:00
Datashort-543,"{0, Default}",290,ACT-7342,Spain,2024-11-21T17:49:23+00:00,False,,Send someone on site to check the dates of births,center,[290],673f72a3542122ce61363358,290,,,,,,"{null, Site-wide, Critical Data, SIG-32233, Patients are born in the future, [290], 673f72a2affdc8580e186543, None, open, Demog: patients are born in the future}",new,Verify the dates of births,2024-11-21T17:49:23+00:00
Datashort-543,"{0, Default}",290,ACT-7343,Spain,2024-11-21T17:49:23+00:00,False,,Send someone on site to collect blood samples,center,[290],673f72a39eb233f63e7f2b1a,290,,,,,,"{null, Site-wide, Critical Data, SIG-32233, Patients are born in the future, [290], 673f72a2affdc8580e186543, None, open, Demog: patients are born in the future}",new,Collect blood samples,2024-11-21T17:49:23+00:00
Datashort-5541,"{0, Default}",290,ACT-7151,Spain,2024-10-30T16:35:34+00:00,False,,Send someone on site to check the dates of births,center,[290],672260564f1ef216879286ca,290,,,,,,"{null, Site-wide, Critical Data, SIG-31808, Patients are born in the future, [290], 67226056045e60e4dda0d18d, None, open, Demog: patients are born in the future}",new,Verify the dates of births,2024-10-30T16:35:34+00:00
Datashort-5541,"{0, Default}",290,ACT-7152,Spain,2024-10-30T16:35:34+00:00,False,,Send someone on site to collect blood samples,center,[290],6722605679dd673a4dd72149,290,,,,,,"{null, Site-wide, Critical Data, SIG-31808, Patients are born in the future, [290], 67226056045e60e4dda0d18d, None, open, Demog: patients are born in the future}",new,Collect blood samples,2024-10-30T16:35:34+00:00
Datashort-586,"{0, Default}",290,ACT-7426,Spain,2024-12-08T21:19:18+00:00,False,,Send someone on site to check the dates of births,center,[290],67560d5659d5cd2d09e2afb7,290,,,,,,"{null, Site-wide, Critical Data, SIG-32634, Patients are born in the future, [290], 67560d55420f870d040df381, None, open, Demog: patients are born in the future}",new,Verify the dates of births,2024-12-08T21:19:18+00:00
Datashort-586,"{0, Default}",290,ACT-7427,Spain,2024-12-08T21:19:18+00:00,False,,Send someone on site to collect blood samples,center,[290],67560d564689c0c295a4f5e9,290,,,,,,"{null, Site-wide, Critical Data, SIG-32634, Patients are born in the future, [290], 67560d55420f870d040df381, None, open, Demog: patients are born in the future}",new,Collect blood samples,2024-12-08T21:19:18+00:00
Datashort-719,"{0, Default}",290,ACT-13017,Spain,2025-07-01T19:06:18+00:00,False,,Send someone on site to collect blood samples,center,[290],686431aaca735c6a04569b81,290,,,,,,"{null, Site-wide, Critical Data, SIG-41669, Patients are born in the future, [290], 686431a924fbc4d723867bd4, None, open, Demog: patients are born in the future}",new,Collect blood samples,2025-07-01T19:06:18+00:00
Datashort-719,"{0, Default}",290,ACT-13016,Spain,2025-07-01T19:06:18+00:00,False,,Send someone on site to check the dates of births,center,[290],686431aa8ecce8f015846a0a,290,,,,,,"{null, Site-wide, Critical Data, SIG-41669, Patients are born in the future, [290], 686431a924fbc4d723867bd4, None, open, Demog: patients are born in the future}",new,Verify the dates of births,2025-07-01T19:06:18+00:00
Datashort-868,"{0, Default}",290,ACT-15308,Spain,2025-09-06T02:06:12+00:00,False,,Send someone on site to check the dates of births,center,[290],68bb9714e278c8d9a4efc35b,290,,,,,,"{null, Site-wide, Critical Data, SIG-44625, Patients are born in the future, [290], 68bb971370e69b725d477975, None, open, Demog: patients are born in the future}",new,Verify the dates of births,2025-09-06T02:06:12+00:00
Datashort-868,"{0, Default}",290,ACT-15309,Spain,2025-09-06T02:06:12+00:00,False,,Send someone on site to collect blood samples,center,[290],68bb97144e4360de55bd3c59,290,,,,,,"{null, Site-wide, Critical Data, SIG-44625, Patients are born in the future, [290], 68bb971370e69b725d477975, None, open, Demog: patients are born in the future}",new,Collect blood samples,2025-09-06T02:06:12+00:00
Datashort-868,"{0, Default}",190,ACT-15959,Belgium,2025-10-17T13:14:46+00:00,False,,Test,center,[190],68f241461babd8272cadb6e0,190,,,,,,"{null, Atypical Patient(s), Non-Critical Data, SIG-46056, Check Patient DOB, [190], 68f240ae1babd8272cadb6df, Medium, open, Test Data}",new,Check Onsite,2025-10-17T13:14:46+00:00
Datashort-965,"{0, Default}",290,ACT-15457,Spain,2025-10-01T14:09:04+00:00,False,,Send someone on site to check the dates of births,center,[290],68dd3600211ca7039d01fb72,290,,,,,,"{null, Site-wide, Critical Data, SIG-45300, Patients are born in the future, [290], 68dd35ff6c614560090efeca, None, open, Demog: patients are born in the future}",new,Verify the dates of births,2025-10-01T14:09:04+00:00
Datashort-965,"{0, Default}",290,ACT-15458,Spain,2025-10-01T14:09:04+00:00,False,,Send someone on site to collect blood samples,center,[290],68dd36005a2a28a0f8f1980d,290,,,,,,"{null, Site-wide, Critical Data, SIG-45300, Patients are born in the future, [290], 68dd35ff6c614560090efeca, None, open, Demog: patients are born in the future}",new,Collect blood samples,2025-10-01T14:09:04+00:00
Datashort-geo-11,"{0, Default}",290,ACT-7374,Spain,2024-11-22T17:45:48+00:00,False,,Send someone on site to check the dates of births,center,[290],6740c34caffdc8580e186c18,290,,,,,,"{null, Site-wide, Critical Data, SIG-32263, Patients are born in the future, [290], 6740c34bfa8dadb0b9582b11, None, open, Demog: patients are born in the future}",new,Verify the dates of births,2024-11-22T17:45:48+00:00
Datashort-geo-11,"{0, Default}",290,ACT-7375,Spain,2024-11-22T17:45:48+00:00,False,,Send someone on site to collect blood samples,center,[290],6740c34c542122ce61363aa8,290,,,,,,"{null, Site-wide, Critical Data, SIG-32263, Patients are born in the future, [290], 6740c34bfa8dadb0b9582b11, None, open, Demog: patients are born in the future}",new,Collect blood samples,2024-11-22T17:45:48+00:00
Harmony-66,"{0, Default}",109,ACT-22339,UK,2026-04-01T13:08:18+00:00,False,,Test,subject,[208109026],69cd18c24b8a2343548608f0,208109026,,,,,,"{Amrita Sarkar, Atypical Patient(s), Critical Data, SIG-54548, Testing Signal, [208109026], 69cd18198fde19de993cd09c, Low, open, Test}",new,Testing Action,2026-04-01T13:08:18+00:00
ILMS-60,"{0, Default}",290,ACT-11616,Spain,2025-05-23T12:23:40+00:00,False,,Send someone on site to collect blood samples,center,[290],683068ccc7c0173efe5a745c,290,,,,,,"{null, Site-wide, Critical Data, SIG-38992, Patients are born in the future, [290], 683068cbd335517ffa1c10f8, None, open, Demog: patients are born in the future}",new,Collect blood samples,2025-05-23T12:23:40+00:00
ILMS-60,"{0, Default}",290,ACT-11615,Spain,2025-05-23T12:23:40+00:00,False,,Send someone on site to check the dates of births,center,[290],683068cc5287ad729c934458,290,,,,,,"{null, Site-wide, Critical Data, SIG-38992, Patients are born in the future, [290], 683068cbd335517ffa1c10f8, None, open, Demog: patients are born in the future}",new,Verify the dates of births,2025-05-23T12:23:40+00:00
ILMS-60,"{0, Default}",109,ACT-15426,UK,2025-09-23T10:12:14+00:00,True,,Patient detail,center,[109],68d2727e6c614560090e6f3e,109,,,,,,"{Amrita Sarkar, Atypical Patient(s), Non-Critical Data, SIG-45234, Check field details, [109], 68d271bf96386f135b6441d0, Low, open, Test Signal- check the patient details}",new,Test,2025-09-23T10:33:55+00:00
ILMS-SIGNALS-103,"{0, Default}",site-056,ACT-6968,ESP,2024-10-09T07:45:08+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-056],67063484cb921ba6c21dcdec,site-056,,,,,,"{null, Site-wide, Critical Data, SIG-31333, A high proportion of propagated values has been highlighted for:
- Heart rate
- Temperature
- Diastolic Blood Pressure
- Systolic Blood pressure
- Respiratory Rate
- Weight, [site-056], 670634820c339712aedaf143, None, open, Vital Signs: Propagation of Values}",new,Verify if physical examination is well performed at each visit,2024-10-09T07:45:08+00:00
ILMS-SIGNALS-12,"{0, Default}",site-056,ACT-6967,ESP,2024-10-09T07:43:55+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-056],6706343b771fe3bd4996b559,site-056,,,,,,"{null, Site-wide, Critical Data, SIG-31323, A high proportion of propagated values has been highlighted for:
- Heart rate
- Temperature
- Diastolic Blood Pressure
- Systolic Blood pressure
- Respiratory Rate
- Weight, [site-056], 6706343acb921ba6c21dcdbb, None, open, Vital Signs: Propagation of Values}",new,Verify if physical examination is well performed at each visit,2024-10-09T07:43:55+00:00
ILMS-SIGNALS-120,"{0, Default}",site-056,ACT-6969,ESP,2024-10-09T11:08:25+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-056],67066429b1af6d260e2ff99b,site-056,,,,,,"{null, Site-wide, Critical Data, SIG-31345, A high proportion of propagated values has been highlighted for:
- Heart rate
- Temperature
- Diastolic Blood Pressure
- Systolic Blood pressure
- Respiratory Rate
- Weight, [site-056], 67066427771fe3bd4996b6b2, None, open, Vital Signs: Propagation of Values}",new,Verify if physical examination is well performed at each visit,2024-10-10T11:06:45+00:00
ILMS-SIGNALS-133,"{0, Default}",site-056,ACT-7049,ESP,2024-10-22T06:02:05+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-056],67173fdd7578e8103fbc036c,site-056,,,,,,"{null, Site-wide, Critical Data, SIG-31553, A high proportion of propagated values has been highlighted for:
- Heart rate
- Temperature
- Diastolic Blood Pressure
- Systolic Blood pressure
- Respiratory Rate
- Weight, [site-056], 67173fdba786ce7db136beec, None, open, Vital Signs: Propagation of Values}",new,Verify if physical examination is well performed at each visit,2024-10-22T06:02:05+00:00
ILMS-SIGNALS-134,"{0, Default}",site-056,ACT-7052,ESP,2024-10-22T06:58:22+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-056],67174d0e7578e8103fbc03e1,site-056,,,,,,"{null, Site-wide, Critical Data, SIG-31563, A high proportion of propagated values has been highlighted for:
- Heart rate
- Temperature
- Diastolic Blood Pressure
- Systolic Blood pressure
- Respiratory Rate
- Weight, [site-056], 67174d0c36c73a5eef8faf00, None, open, Vital Signs: Propagation of Values}",new,Verify if physical examination is well performed at each visit,2024-10-22T06:58:22+00:00
ILMS-SIGNALS-232,"{0, Default}",site-056,ACT-17086,ESP,2026-01-08T07:15:32+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-056],695f5994bea03ab97b068aff,site-056,,,,,,"{null, Site-wide, Critical Data, SIG-47911, A high proportion of propagated values has been highlighted for:
- Heart rate
- Temperature
- Diastolic Blood Pressure
- Systolic Blood pressure
- Respiratory Rate
- Weight, [site-056], 695f5993bea03ab97b068afe, None, open, Vital Signs: Propagation of Values}",new,Verify if physical examination is well performed at each visit,2026-01-08T07:15:32+00:00
ILMS-SIGNALS-238,"{0, Default}",site-076,ACT-19452,RUS,2026-01-11T17:36:13+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-076],6963df8d153a502d070d9f99,site-076,,,,,,"{null, Site-wide, Critical Data, SIG-50316, Lorem Ipsum Dolor Sit Amet, [site-076], 6963df8d153a502d070d9f98, None, open, Signal 0}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:13+00:00
ILMS-SIGNALS-238,"{0, Default}",site-131,ACT-19453,GBR,2026-01-11T17:36:14+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-131],6963df8e153a502d070d9f9b,site-131,,,,,,"{null, Site-wide, Critical Data, SIG-50317, Lorem Ipsum Dolor Sit Amet, [site-131], 6963df8d153a502d070d9f9a, None, open, Signal 1}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:14+00:00
ILMS-SIGNALS-238,"{0, Default}",site-137,ACT-19454,DEU,2026-01-11T17:36:15+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-137],6963df8f153a502d070d9f9d,site-137,,,,,,"{null, Site-wide, Critical Data, SIG-50318, Lorem Ipsum Dolor Sit Amet, [site-137], 6963df8e153a502d070d9f9c, None, open, Signal 2}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:15+00:00
ILMS-SIGNALS-238,"{0, Default}",site-040,ACT-19455,TWN,2026-01-11T17:36:15+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-040],6963df8f153a502d070d9f9f,site-040,,,,,,"{null, Site-wide, Critical Data, SIG-50319, Lorem Ipsum Dolor Sit Amet, [site-040], 6963df8f153a502d070d9f9e, None, open, Signal 3}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:15+00:00
ILMS-SIGNALS-238,"{0, Default}",site-060,ACT-19456,ESP,2026-01-11T17:36:16+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-060],6963df90153a502d070d9fa1,site-060,,,,,,"{null, Site-wide, Critical Data, SIG-50320, Lorem Ipsum Dolor Sit Amet, [site-060], 6963df8f153a502d070d9fa0, None, open, Signal 4}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:16+00:00
ILMS-SIGNALS-238,"{0, Default}",site-018,ACT-19457,CAN,2026-01-11T17:36:17+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-018],6963df91153a502d070d9fa3,site-018,,,,,,"{null, Site-wide, Critical Data, SIG-50321, Lorem Ipsum Dolor Sit Amet, [site-018], 6963df90153a502d070d9fa2, None, open, Signal 5}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:17+00:00
ILMS-SIGNALS-238,"{0, Default}",site-001,ACT-19458,AUS,2026-01-11T17:36:17+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-001],6963df91153a502d070d9fa5,site-001,,,,,,"{null, Site-wide, Critical Data, SIG-50322, Lorem Ipsum Dolor Sit Amet, [site-001], 6963df91153a502d070d9fa4, None, open, Signal 6}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:17+00:00
