STUDY_NAME,STUDY_STATUS,SNAPSHOT_ID,SNAPSHOT_NAME,SNAPSHOT_DATE,ANALYSIS_NAME,KRI_CATEGORY,KRI_GROUPING_TYPE,KRI_LABEL,KRI_CODE,KRI_DISABLED,KRI_DESCRIPTION,LOCATION,COUNTRY,N_PATIENTS,LOCATION_SCORE,SCORE,EXPECTED,OBSERVED,RELATIVE_SCORE_THRESHOLDS_BELOW_HIGH,RELATIVE_SCORE_THRESHOLDS_BELOW_MEDIUM,RELATIVE_SCORE_THRESHOLDS_ABOVE_MEDIUM,RELATIVE_SCORE_THRESHOLDS_ABOVE_HIGH,ABSOLUTE_VALUE_THRESHOLDS_BELOW_HIGH,ABSOLUTE_VALUE_THRESHOLDS_BELOW_MEDIUM,ABSOLUTE_VALUE_THRESHOLDS_ABOVE_MEDIUM,ABSOLUTE_VALUE_THRESHOLDS_ABOVE_HIGH
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183045,USA,1,0.5,0.30712,1.37639,1.83333,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183046,USA,1,0.5,0.0,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183047,USA,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183048,USA,1,0.5,0.0,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183049,USA,1,0.5,-0.122551,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183050,USA,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183051,USA,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183052,USA,1,0.5,0.566675,1.37639,2.25,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183053,USA,1,0.5,0.0961463,1.37639,1.66667,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183054,USA,1,0.5,0.0,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183055,USA,1,0.5,-0.0120327,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183057,USA,1,0.5,0.0,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183058,USA,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183059,USA,1,0.5,-0.122551,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183060,USA,1,0.5,0.0,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183061,USA,1,1.0,2.04342,1.37639,6.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183062,USA,1,0.5,0.0,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183063,USA,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183064,USA,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183065,USA,1,0.5,0.0,1.37639,1.33333,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183066,USA,1,0.5,0.0961463,1.37639,1.66667,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183067,USA,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183068,USA,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183069,USA,1,0.5,1.41476,1.37639,3.33333,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187001,Belgium,1,0.5,-0.0742842,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187002,Belgium,1,0.5,-0.122551,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187003,Belgium,1,0.5,-0.195916,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187004,Belgium,1,0.5,0.0,1.37639,1.33333,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187005,Belgium,1,0.5,-0.0120327,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187006,Belgium,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187007,Belgium,1,0.5,-0.0742842,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187008,Belgium,1,0.5,-0.10529,1.37639,1.18182,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187009,Belgium,1,0.5,-0.360667,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187010,Belgium,1,0.5,-0.162217,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187011,Belgium,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187012,Belgium,1,0.5,0.169698,1.37639,1.66667,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187013,Belgium,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187014,Belgium,1,0.5,-0.0120327,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187015,Belgium,1,0.5,-0.162217,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187016,Belgium,1,0.5,-0.122551,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187017,Belgium,1,0.5,-0.0742842,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187018,Belgium,1,0.5,-0.122551,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187019,Belgium,1,0.5,-0.195916,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187020,Belgium,1,0.5,-0.162217,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187021,Belgium,1,0.5,-0.0120327,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187022,Belgium,1,0.5,-0.330531,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187023,Belgium,1,0.5,-0.122551,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187024,Belgium,1,0.5,-0.221368,1.37639,1.08333,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187025,Belgium,1,0.5,0.0,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187026,Belgium,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187027,Belgium,1,0.5,-0.0742842,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187028,Belgium,1,0.5,-0.122551,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187029,Belgium,1,0.5,-0.122551,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187030,Belgium,1,0.5,-0.0120327,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187031,Belgium,1,0.5,-0.0742842,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187032,Belgium,1,0.5,-0.250965,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187033,Belgium,1,0.5,0.0,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187034,Belgium,1,0.5,-0.225174,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187035,Belgium,1,0.5,0.0,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187036,Belgium,1,0.5,-0.162217,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187037,Belgium,1,0.5,-0.0120327,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187038,Belgium,1,0.5,-0.313421,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187039,Belgium,1,0.5,-0.250965,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187040,Belgium,1,0.5,-0.273964,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187041,Belgium,1,1.0,1.45996,1.37639,5.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187042,Belgium,1,0.5,0.212924,1.37639,2.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187043,Belgium,1,0.5,-0.250965,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187044,Belgium,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187045,Belgium,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187046,Belgium,1,0.5,-0.225174,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187047,Belgium,1,0.5,-0.0120327,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187048,Belgium,1,0.5,-0.195916,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187049,Belgium,1,0.5,-0.221368,1.37639,1.08333,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187050,Belgium,1,0.5,-0.29466,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187051,Belgium,1,0.5,-0.162217,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187052,Belgium,1,0.5,-0.122551,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187053,Belgium,1,0.5,0.0,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187054,Belgium,1,0.5,-0.0120327,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187055,Belgium,1,0.5,-0.0120327,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187056,Belgium,1,0.5,0.0,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187057,Belgium,1,0.5,0.0,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
CA245-0001,ACTIVE,6723988caffdc8580e173f37,2024-10-31,2024-10-31,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187058,Belgium,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
